time_us curve_nan curve_nan curve_nan curve_nan curve_nan
4.3233082707e+03 4.3716703851e-01 4.8660326589e-01 5.3161585744e-01 5.5008756143e-01 5.7481474919e-01
4.3421052632e+03 4.3500326224e-01 4.8440436575e-01 5.2944394773e-01 5.4798911909e-01 5.7276954782e-01
4.3609022556e+03 4.3284942105e-01 4.8221224366e-01 5.2727699837e-01 5.4589443248e-01 5.7072733480e-01
4.3796992481e+03 4.3070536550e-01 4.8002705821e-01 5.2511524476e-01 5.4380374149e-01 5.6868816717e-01
4.3984962406e+03 4.2857116180e-01 4.7784871445e-01 5.2295837309e-01 5.4171704144e-01 5.6665218151e-01
4.4172932331e+03 4.2644664326e-01 4.7567715707e-01 5.2080681209e-01 5.3963430712e-01 5.6461928483e-01
4.4360902256e+03 4.2433198214e-01 4.7351280286e-01 5.1866032476e-01 5.3755570144e-01 5.6258975081e-01
4.4548872180e+03 4.2222697165e-01 4.7135533018e-01 5.1651909710e-01 5.3548118195e-01 5.6056335466e-01
4.4736842105e+03 4.2013170913e-01 4.6920501576e-01 5.1438326964e-01 5.3341082032e-01 5.5854034709e-01
4.4924812030e+03 4.1804606087e-01 4.6706165406e-01 5.1225251499e-01 5.3134455581e-01 5.5652077114e-01
4.5112781955e+03 4.1597014748e-01 4.6492540818e-01 5.1012715349e-01 5.2928280381e-01 5.5450454685e-01
4.5300751880e+03 4.1390397909e-01 4.6279627634e-01 5.0800723273e-01 5.2722539443e-01 5.5249179549e-01
4.5488721805e+03 4.1184731565e-01 4.6067443300e-01 5.0589266268e-01 5.2517216366e-01 5.5048257683e-01
4.5676691729e+03 4.0980025200e-01 4.5855974064e-01 5.0378349333e-01 5.2312355717e-01 5.4847676975e-01
4.5864661654e+03 4.0776291197e-01 4.5645226557e-01 5.0167974958e-01 5.2107928175e-01 5.4647475872e-01
4.6052631579e+03 4.0573518960e-01 4.5435200781e-01 4.9958159767e-01 5.1903953765e-01 5.4447631196e-01
4.6240601504e+03 4.0371686575e-01 4.5225918655e-01 4.9748892305e-01 5.1700435087e-01 5.4248161458e-01
4.6428571429e+03 4.0170816770e-01 4.5017355412e-01 4.9540171729e-01 5.1497380670e-01 5.4049053575e-01
4.6616541353e+03 3.9970896655e-01 4.4809541431e-01 4.9332008400e-01 5.1294791707e-01 5.3850327582e-01
4.6804511278e+03 3.9771928496e-01 4.4602457158e-01 4.9124412190e-01 5.1092678555e-01 5.3651984060e-01
4.6992481203e+03 3.9573908687e-01 4.4396111671e-01 4.8917378415e-01 5.0891023368e-01 5.3454027581e-01
4.7180451128e+03 3.9376836220e-01 4.4190500020e-01 4.8710898178e-01 5.0689857516e-01 5.3256453603e-01
4.7368421053e+03 3.9180706081e-01 4.3985650174e-01 4.8504985594e-01 5.0489171883e-01 5.3059271615e-01
4.7556390977e+03 3.8985512894e-01 4.3781546495e-01 4.8299657746e-01 5.0288967512e-01 5.2862482608e-01
4.7744360902e+03 3.8791269994e-01 4.3578180987e-01 4.8094891905e-01 5.0089251171e-01 5.2666096441e-01
4.7932330827e+03 3.8597956606e-01 4.3375576415e-01 4.7890703187e-01 4.9890035505e-01 5.2470112173e-01
4.8120300752e+03 3.8405589313e-01 4.3173726428e-01 4.7687084634e-01 4.9691318259e-01 5.2274526855e-01
4.8308270677e+03 3.8214150440e-01 4.2972635049e-01 4.7484042851e-01 4.9493107767e-01 5.2079364073e-01
4.8496240602e+03 3.8023643513e-01 4.2772296524e-01 4.7281587505e-01 4.9295383793e-01 5.1884606626e-01
4.8684210526e+03 3.7834060554e-01 4.2572729221e-01 4.7079719854e-01 4.9098176138e-01 5.1690263254e-01
4.8872180451e+03 3.7645421957e-01 4.2373921578e-01 4.6878412452e-01 4.8901480290e-01 5.1496339568e-01
4.9060150376e+03 3.7457703900e-01 4.2175870690e-01 4.6677713640e-01 4.8705308674e-01 5.1302839270e-01
4.9248120301e+03 3.7270902123e-01 4.1978586972e-01 4.6477599143e-01 4.8509644526e-01 5.1109758403e-01
4.9436090226e+03 3.7085028136e-01 4.1782076762e-01 4.6278059797e-01 4.8314509658e-01 5.0917113880e-01
4.9624060150e+03 3.6900071935e-01 4.1586334638e-01 4.6079128472e-01 4.8119900848e-01 5.0724898802e-01
4.9812030075e+03 3.6716028650e-01 4.1391355197e-01 4.5880791872e-01 4.7925823284e-01 5.0533115944e-01
5.0000000000e+03 3.6532907994e-01 4.1197154213e-01 4.5683038391e-01 4.7732271859e-01 5.0341765009e-01
5.0187969925e+03 3.6350691466e-01 4.1003723139e-01 4.5485896673e-01 4.7539260897e-01 5.0150860427e-01
5.0375939850e+03 3.6169389722e-01 4.0811062085e-01 4.5289349593e-01 4.7346775929e-01 4.9960398258e-01
5.0563909774e+03 3.5988992781e-01 4.0619183038e-01 4.5093398025e-01 4.7154842343e-01 4.9770376535e-01
5.0751879699e+03 3.5809503457e-01 4.0428065767e-01 4.4898058684e-01 4.6963446534e-01 4.9580802758e-01
5.0939849624e+03 3.5630904977e-01 4.0237740466e-01 4.4703324360e-01 4.6772606739e-01 4.9391682621e-01
5.1127819549e+03 3.5453223709e-01 4.0048184464e-01 4.4509198892e-01 4.6582300485e-01 4.9203013397e-01
5.1315789474e+03 3.5276422365e-01 3.9859398867e-01 4.4315676157e-01 4.6392554846e-01 4.9014799601e-01
5.1503759398e+03 3.5100524410e-01 3.9671405347e-01 4.4122767429e-01 4.6203361228e-01 4.8827052013e-01
5.1691729323e+03 3.4925517441e-01 3.9484172250e-01 4.3930476588e-01 4.6014725204e-01 4.8639741965e-01
5.1879699248e+03 3.4751391052e-01 3.9297727608e-01 4.3738799025e-01 4.5826655925e-01 4.8452914218e-01
5.2067669173e+03 3.4578164948e-01 3.9112054720e-01 4.3547742488e-01 4.5639147154e-01 4.8266539474e-01
5.2255639098e+03 3.4405806363e-01 3.8927153759e-01 4.3357306773e-01 4.5452198625e-01 4.8080639030e-01
5.2443609023e+03 3.4234335344e-01 3.8743037997e-01 4.3167483289e-01 4.5265814759e-01 4.7895210844e-01
5.2631578947e+03 3.4063734146e-01 3.8559697935e-01 4.2978285680e-01 4.5079993136e-01 4.7710241667e-01
5.2819548872e+03 3.3894007831e-01 3.8377130434e-01 4.2789723543e-01 4.4894741290e-01 4.7525754167e-01
5.3007518797e+03 3.3725153308e-01 3.8195335781e-01 4.2601773471e-01 4.4710068987e-01 4.7341743076e-01
5.3195488722e+03 3.3557179258e-01 3.8014322919e-01 4.2414460072e-01 4.4525974139e-01 4.7158203923e-01
5.3383458647e+03 3.3390071395e-01 3.7834072279e-01 4.2227775619e-01 4.4342446558e-01 4.6975143446e-01
5.3571428571e+03 3.3223810828e-01 3.7654607677e-01 4.2041721854e-01 4.4159494434e-01 4.6792576643e-01
5.3759398496e+03 3.3058425829e-01 3.7475892718e-01 4.1856318751e-01 4.3977126194e-01 4.6610486676e-01
5.3947368421e+03 3.2893891216e-01 3.7297964176e-01 4.1671532249e-01 4.3795339951e-01 4.6428889442e-01
5.4135338346e+03 3.2730216047e-01 3.7120801820e-01 4.1487386386e-01 4.3614132164e-01 4.6247767860e-01
5.4323308271e+03 3.2567383549e-01 3.6944401173e-01 4.1303892113e-01 4.3433521018e-01 4.6067139219e-01
5.4511278195e+03 3.2405406479e-01 3.6768774842e-01 4.1121033309e-01 4.3253476269e-01 4.5887011185e-01
5.4699248120e+03 3.2244277580e-01 3.6593901587e-01 4.0938824790e-01 4.3074030926e-01 4.5707366688e-01
5.4887218045e+03 3.2083997576e-01 3.6419806672e-01 4.0757249948e-01 4.2895168014e-01 4.5528224167e-01
5.5075187970e+03 3.1924550472e-01 3.6246460841e-01 4.0576326284e-01 4.2716892758e-01 4.5349573712e-01
5.5263157895e+03 3.1765943177e-01 3.6073880047e-01 4.0396048630e-01 4.2539217913e-01 4.5171424608e-01
5.5451127820e+03 3.1608181315e-01 3.5902051150e-01 4.0216428281e-01 4.2362123808e-01 4.4993770896e-01
5.5639097744e+03 3.1451252188e-01 3.5730985999e-01 4.0037457844e-01 4.2185622854e-01 4.4816627041e-01
5.5827067669e+03 3.1295145079e-01 3.5560663449e-01 3.9859141520e-01 4.2009714782e-01 4.4639979568e-01
5.6015037594e+03 3.1139869874e-01 3.5391105592e-01 3.9681475083e-01 4.1834402109e-01 4.4463844929e-01
5.6203007519e+03 3.0985419578e-01 3.5222290995e-01 3.9504478296e-01 4.1659687408e-01 4.4288212642e-01
5.6390977444e+03 3.0831794458e-01 3.5054227365e-01 3.9328126865e-01 4.1485561319e-01 4.4113093116e-01
5.6578947368e+03 3.0678993338e-01 3.4886900637e-01 3.9152438805e-01 4.1312028852e-01 4.3938479808e-01
5.6766917293e+03 3.0527015578e-01 3.4720320332e-01 3.8977404828e-01 4.1139104221e-01 4.3764383668e-01
5.6954887218e+03 3.0375844311e-01 3.4554490914e-01 3.8803039004e-01 4.0966771490e-01 4.3590796808e-01
5.7142857143e+03 3.0225481941e-01 3.4389396902e-01 3.8629335222e-01 4.0795031708e-01 4.3417731412e-01
5.7330827068e+03 3.0075942419e-01 3.4225035406e-01 3.8456297522e-01 4.0623884497e-01 4.3245157207e-01
5.7518796992e+03 2.9927201748e-01 3.4061417679e-01 3.8283915729e-01 4.0453348500e-01 4.3073129668e-01
5.7706766917e+03 2.9779264662e-01 3.3898537682e-01 3.8112205928e-01 4.0283407612e-01 4.2901612432e-01
5.7894736842e+03 2.9632133829e-01 3.3736380510e-01 3.7941163086e-01 4.0114055852e-01 4.2730611129e-01
5.8082706767e+03 2.9485796505e-01 3.3574951270e-01 3.7770783959e-01 3.9945313658e-01 4.2560143276e-01
5.8270676692e+03 2.9340261124e-01 3.3414250204e-01 3.7601076419e-01 3.9777162423e-01 4.2390177105e-01
5.8458646617e+03 2.9195511586e-01 3.3254278634e-01 3.7432034983e-01 3.9609607545e-01 4.2220746697e-01
5.8646616541e+03 2.9051555766e-01 3.3095021296e-01 3.7263658654e-01 3.9442658107e-01 4.2051833705e-01
5.8834586466e+03 2.8908382145e-01 3.2936483574e-01 3.7095957124e-01 3.9276311049e-01 4.1883455024e-01
5.9022556391e+03 2.8765990799e-01 3.2778678323e-01 3.6928924914e-01 3.9110556385e-01 4.1715612305e-01
5.9210526316e+03 2.8624393142e-01 3.2621586437e-01 3.6762564215e-01 3.8945390482e-01 4.1548289249e-01
5.9398496241e+03 2.8483547850e-01 3.2465204239e-01 3.6596873920e-01 3.8780834671e-01 4.1381487838e-01
5.9586466165e+03 2.8343488989e-01 3.2309543186e-01 3.6431860269e-01 3.8616875019e-01 4.1215222951e-01
5.9774436090e+03 2.8204197170e-01 3.2154582947e-01 3.6267511640e-01 3.8453506731e-01 4.1049488916e-01
5.9962406015e+03 2.8065663868e-01 3.2000337473e-01 3.6103840084e-01 3.8290750105e-01 4.0884286248e-01
6.0150375940e+03 2.7927897725e-01 3.1846798162e-01 3.5940837290e-01 3.8128569087e-01 4.0719623127e-01
6.0338345865e+03 2.7790889306e-01 3.1693961577e-01 3.5778502944e-01 3.7966997509e-01 4.0555495697e-01
6.0526315789e+03 2.7654623063e-01 3.1541829123e-01 3.5616842037e-01 3.7806019091e-01 4.0391893618e-01
6.0714285714e+03 2.7519113363e-01 3.1390402653e-01 3.5455854354e-01 3.7645638335e-01 4.0228832403e-01
6.0902255639e+03 2.7384341222e-01 3.1239676489e-01 3.5295536800e-01 3.7485850533e-01 4.0066310822e-01
6.1090225564e+03 2.7250308769e-01 3.1089632712e-01 3.5135888095e-01 3.7326647330e-01 3.9904332439e-01
6.1278195489e+03 2.7117019334e-01 3.0940303823e-01 3.4976910818e-01 3.7168045723e-01 3.9742885753e-01
6.1466165414e+03 2.6984461460e-01 3.0791655110e-01 3.4818603432e-01 3.7010038775e-01 3.9581974536e-01
6.1654135338e+03 2.6852618528e-01 3.0643709250e-01 3.4660965366e-01 3.6852624611e-01 3.9421597522e-01
6.1842105263e+03 2.6721496452e-01 3.0496451716e-01 3.4503994543e-01 3.6695795069e-01 3.9261766696e-01
6.2030075188e+03 2.6591093663e-01 3.0349884060e-01 3.4347699488e-01 3.6539561051e-01 3.9102484067e-01
6.2218045113e+03 2.6461406209e-01 3.0203991760e-01 3.4192065377e-01 3.6383922119e-01 3.8943736871e-01
6.2406015038e+03 2.6332421335e-01 3.0058790948e-01 3.4037108268e-01 3.6228860642e-01 3.8785529528e-01
6.2593984962e+03 2.6204134186e-01 2.9914266778e-01 3.3882808631e-01 3.6074387031e-01 3.8627866660e-01
6.2781954887e+03 2.6076545743e-01 2.9770430479e-01 3.3729174590e-01 3.5920513034e-01 3.8470742107e-01
6.2969924812e+03 2.5949654849e-01 2.9627279291e-01 3.3576213861e-01 3.5767223705e-01 3.8314174133e-01
6.3157894737e+03 2.5823448984e-01 2.9484800103e-01 3.3423911225e-01 3.5614519053e-01 3.8158127727e-01
6.3345864662e+03 2.5697916936e-01 2.9342990733e-01 3.3272259455e-01 3.5462393331e-01 3.8002635754e-01
6.3533834586e+03 2.5573059114e-01 2.9201863809e-01 3.3121286014e-01 3.5310859993e-01 3.7847689861e-01
6.3721804511e+03 2.5448885512e-01 2.9061402624e-01 3.2970967686e-01 3.5159893029e-01 3.7693294943e-01
6.3909774436e+03 2.5325370068e-01 2.8921620273e-01 3.2821310739e-01 3.5009520621e-01 3.7539440647e-01
6.4097744361e+03 2.5202511608e-01 2.8782488344e-01 3.2672311663e-01 3.4859728684e-01 3.7386120928e-01
6.4285714286e+03 2.5080307822e-01 2.8644033237e-01 3.2523966594e-01 3.4710521914e-01 3.7233352182e-01
6.4473684211e+03 2.4958765238e-01 2.8506244542e-01 3.2376279982e-01 3.4561880860e-01 3.7081125483e-01
6.4661654135e+03 2.4837860725e-01 2.8369112072e-01 3.2229254932e-01 3.4413834605e-01 3.6929447684e-01
6.4849624060e+03 2.4717599058e-01 2.8232637002e-01 3.2082873326e-01 3.4266352692e-01 3.6778311690e-01
6.5037593985e+03 2.4597971047e-01 2.8096826328e-01 3.1937152946e-01 3.4119456127e-01 3.6627723442e-01
6.5225563910e+03 2.4478977721e-01 2.7961665792e-01 3.1792073915e-01 3.3973135083e-01 3.6477686052e-01
6.5413533835e+03 2.4360602095e-01 2.7827161294e-01 3.1647655073e-01 3.3827382499e-01 3.6328184815e-01
6.5601503759e+03 2.4242861364e-01 2.7693304794e-01 3.1503866917e-01 3.3682203865e-01 3.6179231178e-01
6.5789473684e+03 2.4125738982e-01 2.7560098021e-01 3.1360732742e-01 3.3537607377e-01 3.6030817469e-01
6.5977443609e+03 2.4009214102e-01 2.7427545637e-01 3.1218251124e-01 3.3393581132e-01 3.5882956683e-01
6.6165413534e+03 2.3893308695e-01 2.7295624461e-01 3.1076409715e-01 3.3250111950e-01 3.5735633646e-01
6.6353383459e+03 2.3777997947e-01 2.7164351593e-01 3.0935204261e-01 3.3107221643e-01 3.5588856721e-01
6.6541353383e+03 2.3663294635e-01 2.7033724148e-01 3.0794640000e-01 3.2964894750e-01 3.5442627896e-01
6.6729323308e+03 2.3549176645e-01 2.6903730608e-01 3.0654718292e-01 3.2823136475e-01 3.5296937950e-01
6.6917293233e+03 2.3435660123e-01 2.6774366581e-01 3.0515431094e-01 3.2681951857e-01 3.5151787108e-01
6.7105263158e+03 2.3322727039e-01 2.6645645103e-01 3.0376782248e-01 3.2541325436e-01 3.5007188317e-01
6.7293233083e+03 2.3210376990e-01 2.6517547316e-01 3.0238761610e-01 3.2401267281e-01 3.4863121180e-01
6.7481203008e+03 2.3098607171e-01 2.6390081680e-01 3.0101372987e-01 3.2261764384e-01 3.4719597959e-01
6.7669172932e+03 2.2987408252e-01 2.6263240749e-01 2.9964612936e-01 3.2122829679e-01 3.4576628173e-01
6.7857142857e+03 2.2876784793e-01 2.6137025558e-01 2.9828482705e-01 3.1984452086e-01 3.4434195808e-01
6.8045112782e+03 2.2766731615e-01 2.6011427432e-01 2.9692982969e-01 3.1846635641e-01 3.4292295927e-01
6.8233082707e+03 2.2657238672e-01 2.5886448654e-01 2.9558099614e-01 3.1709377671e-01 3.4150946939e-01
6.8421052632e+03 2.2548314978e-01 2.5762086560e-01 2.9423844870e-01 3.1572679662e-01 3.4010118625e-01
6.8609022556e+03 2.2439939777e-01 2.5638342494e-01 2.9290199912e-01 3.1436538556e-01 3.3869841280e-01
6.8796992481e+03 2.2332119416e-01 2.5515203030e-01 2.9157182269e-01 3.1300949206e-01 3.3730105185e-01
6.8984962406e+03 2.2224859885e-01 2.5392680255e-01 2.9024787626e-01 3.1165908333e-01 3.3590904692e-01
6.9172932331e+03 2.2118142735e-01 2.5270755175e-01 2.8892994229e-01 3.1031426558e-01 3.3452240805e-01
6.9360902256e+03 2.2011975770e-01 2.5149445205e-01 2.8761822232e-01 3.0897499154e-01 3.3314110272e-01
6.9548872180e+03 2.1906343028e-01 2.5028730621e-01 2.8631249885e-01 3.0764110347e-01 3.3176516760e-01
6.9736842105e+03 2.1801259295e-01 2.4908614014e-01 2.8501297944e-01 3.0631279754e-01 3.3039454929e-01
6.9924812030e+03 2.1696708027e-01 2.4789090498e-01 2.8371943100e-01 3.0499007654e-01 3.2902934214e-01
7.0112781955e+03 2.1592689628e-01 2.4670169100e-01 2.8243191363e-01 3.0367265798e-01 3.2766943170e-01
7.0300751880e+03 2.1489210035e-01 2.4551834223e-01 2.8115050679e-01 3.0236078524e-01 3.2631476613e-01
7.0488721805e+03 2.1386250174e-01 2.4434091573e-01 2.7987515035e-01 3.0105426518e-01 3.2496552912e-01
7.0676691729e+03 2.1283819183e-01 2.4316928200e-01 2.7860573994e-01 2.9975313590e-01 3.2362160056e-01
7.0864661654e+03 2.1181919737e-01 2.4200358203e-01 2.7734224732e-01 2.9845748933e-01 3.2228288335e-01
7.1052631579e+03 2.1080535838e-01 2.4084364027e-01 2.7608468312e-01 2.9716732848e-01 3.2094946426e-01
7.1240601504e+03 2.0979672013e-01 2.3968953079e-01 2.7483305889e-01 2.9588242546e-01 3.1962141378e-01
7.1428571429e+03 2.0879321133e-01 2.3854115534e-01 2.7358733551e-01 2.9460289498e-01 3.1829858233e-01
7.1616541353e+03 2.0779497693e-01 2.3739855506e-01 2.7234750786e-01 2.9332889216e-01 3.1698101000e-01
7.1804511278e+03 2.0680172520e-01 2.3626153774e-01 2.7111348166e-01 2.9206013961e-01 3.1566864237e-01
7.1992481203e+03 2.0581357423e-01 2.3513032907e-01 2.6988528717e-01 2.9079668323e-01 3.1436150211e-01
7.2180451128e+03 2.0483050067e-01 2.3400479303e-01 2.6866293817e-01 2.8953856040e-01 3.1305971666e-01
7.2368421053e+03 2.0385253661e-01 2.3288488499e-01 2.6744642549e-01 2.8828574314e-01 3.1176294455e-01
7.2556390977e+03 2.0287957970e-01 2.3177063024e-01 2.6623556054e-01 2.8703820921e-01 3.1047144340e-01
7.2744360902e+03 2.0191154392e-01 2.3066189771e-01 2.6503062001e-01 2.8579599638e-01 3.0918519825e-01
7.2932330827e+03 2.0094852004e-01 2.2955879259e-01 2.6383124169e-01 2.8455904416e-01 3.0790419461e-01
7.3120300752e+03 1.9999051207e-01 2.2846117818e-01 2.6263763252e-01 2.8332728980e-01 3.0662829862e-01
7.3308270677e+03 1.9903738130e-01 2.2736913397e-01 2.6144967491e-01 2.8210085877e-01 3.0535757258e-01
7.3496240602e+03 1.9808924336e-01 2.2628247961e-01 2.6026741068e-01 2.8087964690e-01 3.0409197543e-01
7.3684210526e+03 1.9714591618e-01 2.2520137849e-01 2.5909066956e-01 2.7966356921e-01 3.0283146272e-01
7.3872180451e+03 1.9620749865e-01 2.2412571037e-01 2.5791966688e-01 2.7845272775e-01 3.0157615574e-01
7.4060150376e+03 1.9527392928e-01 2.2305548263e-01 2.5675419229e-01 2.7724697217e-01 3.0032589069e-01
7.4248120301e+03 1.9434511324e-01 2.2199068013e-01 2.5559433466e-01 2.7604658007e-01 2.9908075423e-01
7.4436090226e+03 1.9342114178e-01 2.2093112027e-01 2.5443996413e-01 2.7485111885e-01 2.9784074114e-01
7.4624060150e+03 1.9250187801e-01 2.1987689595e-01 2.5329116280e-01 2.7366093588e-01 2.9660587600e-01
7.4812030075e+03 1.9158748828e-01 2.1882809582e-01 2.5214784066e-01 2.7247574127e-01 2.9537590214e-01
7.5000000000e+03 1.9067777485e-01 2.1778449302e-01 2.5101001295e-01 2.7129580496e-01 2.9415110016e-01
