time_us curve_3_3 curve_8_25 curve_16_5 curve_24_75 curve_33 curve_66 curve_165 curve_330
1.4881422720e+01 3.3165036539e-01 3.3505714251e-01 3.4143317531e-01 3.4130716277e-01 3.3807568721e-01 3.3631588558e-01 3.3377017520e-01 3.5186605396e-01
1.5449649364e+01 3.2960049948e-01 3.3161507285e-01 3.3852807901e-01 3.3694150897e-01 3.3465634106e-01 3.3273215329e-01 3.3239627509e-01 3.4909320881e-01
1.6039572960e+01 3.2475214498e-01 3.2918735863e-01 3.3400034664e-01 3.3259872151e-01 3.3104160757e-01 3.2754092981e-01 3.2831352532e-01 3.4470237988e-01
1.6652021977e+01 3.2200214103e-01 3.2746674023e-01 3.3092884782e-01 3.3072102543e-01 3.2956589274e-01 3.2440975821e-01 3.2570874030e-01 3.4257099663e-01
1.7287856517e+01 3.1784534944e-01 3.2323853079e-01 3.2737906727e-01 3.2719836636e-01 3.2664194373e-01 3.2207061596e-01 3.2274823037e-01 3.3755668568e-01
1.7947969523e+01 3.1549692457e-01 3.2025150534e-01 3.2382278676e-01 3.2378972035e-01 3.2412116767e-01 3.2032731143e-01 3.2010666184e-01 3.3392433897e-01
1.8633288037e+01 3.1257434319e-01 3.1710639309e-01 3.2150647870e-01 3.2043480830e-01 3.2074364393e-01 3.1760040752e-01 3.1618766804e-01 3.3212440055e-01
1.9344774494e+01 3.1124759533e-01 3.1399989430e-01 3.1978960591e-01 3.1759637393e-01 3.1617432107e-01 3.1455485183e-01 3.1482209666e-01 3.2851906246e-01
2.0083428082e+01 3.1091999494e-01 3.1216596163e-01 3.1724683525e-01 3.1483249886e-01 3.1575386883e-01 3.1250920306e-01 3.1344027233e-01 3.2581627321e-01
2.0850286141e+01 3.0836785214e-01 3.1011272079e-01 3.1406204099e-01 3.1217109330e-01 3.1315738415e-01 3.1093508356e-01 3.1262407423e-01 3.2514672603e-01
2.1646425620e+01 3.0723287102e-01 3.0862825083e-01 3.1196146671e-01 3.1040551774e-01 3.1285282859e-01 3.0752005552e-01 3.1389237629e-01 3.1988658388e-01
2.2472964588e+01 3.0523454141e-01 3.0846699692e-01 3.0990026889e-01 3.0862060077e-01 3.1201967178e-01 3.0664257939e-01 3.1189382527e-01 3.2016077911e-01
2.3331063810e+01 3.0393655438e-01 3.0558369156e-01 3.0879880737e-01 3.0644980911e-01 3.0905720156e-01 3.0648056272e-01 3.1011898053e-01 3.1729230973e-01
2.4221928369e+01 3.0401819421e-01 3.0447847141e-01 3.0635540211e-01 3.0440462976e-01 3.0633922285e-01 3.0537603941e-01 3.1186019379e-01 3.1594818154e-01
2.5146809365e+01 3.0524308469e-01 3.0472737589e-01 3.0580384187e-01 3.0344964294e-01 3.0539390869e-01 3.0404054183e-01 3.1155587446e-01 3.1081134014e-01
2.6107005669e+01 3.0176263351e-01 3.0309725251e-01 3.0397034001e-01 3.0222673117e-01 3.0550841710e-01 3.0315631914e-01 3.0951431562e-01 3.0979270366e-01
2.7103865748e+01 3.0217068584e-01 3.0070868808e-01 3.0365761643e-01 3.0046164582e-01 3.0626792977e-01 3.0215183067e-01 3.0839682259e-01 3.0806911510e-01
2.8138789556e+01 2.9804899016e-01 3.0128904994e-01 3.0202959134e-01 2.9960735766e-01 3.0451566420e-01 3.0301917076e-01 3.0626503181e-01 3.0693816499e-01
2.9213230506e+01 2.9780854947e-01 2.9995539383e-01 3.0138775674e-01 2.9875950087e-01 3.0516059738e-01 3.0070845834e-01 3.0582921773e-01 3.0714713283e-01
3.0328697504e+01 2.9671742198e-01 3.0042332020e-01 3.0028542327e-01 2.9802120313e-01 3.0243228663e-01 2.9906934032e-01 3.0473645229e-01 3.0673694776e-01
3.1486757075e+01 2.9760497596e-01 3.0093539751e-01 2.9979709057e-01 2.9616890345e-01 3.0104642560e-01 2.9795755248e-01 3.0450805212e-01 3.0637373861e-01
3.2689035556e+01 2.9559769005e-01 2.9824959420e-01 2.9975914670e-01 2.9566646285e-01 3.0094276854e-01 2.9885173939e-01 3.0157682153e-01 3.0550010932e-01
3.3937221386e+01 2.9292345280e-01 2.9827556322e-01 3.0001586340e-01 2.9496716025e-01 2.9826771181e-01 2.9972273186e-01 3.0030457394e-01 3.0623893771e-01
3.5233067474e+01 2.9251608356e-01 2.9885550770e-01 2.9896059664e-01 2.9419542514e-01 3.0024183500e-01 2.9918742445e-01 3.0298480581e-01 3.0327189356e-01
3.6578393662e+01 2.9216531814e-01 2.9981369052e-01 2.9869981819e-01 2.9476972459e-01 2.9989696665e-01 2.9788413874e-01 3.0136088806e-01 3.0249745489e-01
3.7975089278e+01 2.9167415524e-01 2.9723016392e-01 2.9878548653e-01 2.9479099305e-01 2.9697941649e-01 2.9584166962e-01 3.0213093049e-01 3.0521961405e-01
3.9425115794e+01 2.9579161021e-01 2.9577502112e-01 2.9957498544e-01 2.9436175635e-01 3.0009348704e-01 2.9617166981e-01 3.0199457505e-01 3.0396353087e-01
4.0930509577e+01 2.9155780000e-01 2.9355462684e-01 2.9905019803e-01 2.9411982284e-01 3.0005650914e-01 2.9697533236e-01 3.0192314419e-01 3.0438825554e-01
4.2493384749e+01 2.9247398788e-01 2.9320966430e-01 2.9694298116e-01 2.9492726920e-01 2.9748564880e-01 2.9663802647e-01 3.0210246501e-01 3.0403958206e-01
4.4115936159e+01 2.9325087995e-01 2.9388907018e-01 2.9693830422e-01 2.9519770005e-01 2.9973522451e-01 2.9580126512e-01 3.0161757942e-01 3.0376216405e-01
4.5800442461e+01 2.9532159607e-01 2.9475249719e-01 2.9612686119e-01 2.9584387428e-01 3.0007919108e-01 2.9479787854e-01 2.9854279536e-01 3.0538754850e-01
4.7549269318e+01 2.9228489583e-01 2.9522093599e-01 2.9585752888e-01 2.9530042990e-01 2.9746874619e-01 2.9366397572e-01 2.9723288317e-01 3.0822751154e-01
4.9364872721e+01 2.9087319840e-01 2.9516118742e-01 2.9548138651e-01 2.9525208807e-01 2.9891583862e-01 2.9565866029e-01 2.9980761279e-01 3.0434058720e-01
5.1249802441e+01 2.9315211357e-01 2.9639154417e-01 2.9606247667e-01 2.9466692667e-01 2.9806824734e-01 2.9516820827e-01 2.9916991735e-01 3.0778574331e-01
5.3206705608e+01 2.9120126667e-01 2.9497105429e-01 2.9621390338e-01 2.9525992220e-01 3.0044153463e-01 2.9532823349e-01 2.9805232450e-01 3.0622811818e-01
5.5238330429e+01 2.9537699569e-01 2.9532848245e-01 2.9603517884e-01 2.9480590467e-01 2.9946331808e-01 2.9378320333e-01 2.9740083484e-01 3.0721839861e-01
5.7347530048e+01 2.9524388412e-01 2.9566916660e-01 2.9537926411e-01 2.9528937252e-01 2.9858201165e-01 2.9619447256e-01 2.9733554665e-01 3.0466140395e-01
5.9537266551e+01 2.9641106675e-01 2.9602487624e-01 2.9539200896e-01 2.9550924483e-01 2.9834384859e-01 2.9819631468e-01 2.9838177457e-01 3.0774269738e-01
6.1810615128e+01 2.9695883151e-01 2.9619076573e-01 2.9650079123e-01 2.9580039270e-01 2.9896674632e-01 2.9756016966e-01 2.9782449103e-01 3.0559944372e-01
6.4170768392e+01 2.9652572507e-01 2.9569932212e-01 2.9638039954e-01 2.9483007330e-01 2.9852147997e-01 2.9658597948e-01 2.9662496900e-01 3.0629043424e-01
6.6621040860e+01 2.9714923428e-01 2.9479815971e-01 2.9506391779e-01 2.9470771220e-01 2.9569970764e-01 2.9450239538e-01 3.0111490038e-01 3.0633682891e-01
6.9164873610e+01 2.9612518813e-01 2.9602177805e-01 2.9508671494e-01 2.9352684446e-01 2.9564497174e-01 2.9229717882e-01 3.0104701175e-01 3.0475315603e-01
7.1805839111e+01 2.9352136199e-01 2.9476671050e-01 2.9376565317e-01 2.9287039904e-01 2.9632648179e-01 2.9087692505e-01 2.9936189996e-01 3.0211785995e-01
7.4547646246e+01 2.9340522283e-01 2.9660970664e-01 2.9410064930e-01 2.9342701070e-01 2.9643156450e-01 2.9281729803e-01 3.0152269764e-01 3.0015448761e-01
7.7394145512e+01 2.9593449259e-01 2.9514632279e-01 2.9450742912e-01 2.9220675479e-01 2.9479683304e-01 2.9379695672e-01 3.0134945980e-01 3.0248836143e-01
8.0349334435e+01 2.9789860403e-01 2.9527352657e-01 2.9453989149e-01 2.9282040928e-01 2.9706767324e-01 2.9353733840e-01 2.9826649203e-01 2.9880939494e-01
8.3417363179e+01 2.9200462456e-01 2.9382682463e-01 2.9375586703e-01 2.9273882730e-01 2.9504307417e-01 2.9288993611e-01 3.0168081204e-01 3.0289645887e-01
8.6602540378e+01 2.8989506444e-01 2.9518710888e-01 2.9451879122e-01 2.9213676990e-01 2.9508979750e-01 2.9368644147e-01 2.9956080982e-01 3.0164276774e-01
8.9909339185e+01 2.8960191286e-01 2.9583456773e-01 2.9429240773e-01 2.9095220642e-01 2.9814001389e-01 2.9258231440e-01 3.0132598682e-01 3.0307023468e-01
9.3342403553e+01 2.8994177780e-01 2.9617531763e-01 2.9392710427e-01 2.9173600695e-01 2.9464778491e-01 2.9324738294e-01 3.0404500294e-01 3.0388166656e-01
9.6906554758e+01 2.8805552214e-01 2.9443231661e-01 2.9377490886e-01 2.9143990385e-01 2.9722868890e-01 2.9299215281e-01 3.0318639215e-01 3.0314662277e-01
1.0060679817e+02 2.9093523598e-01 2.9323272920e-01 2.9354746554e-01 2.9208113154e-01 2.9520003186e-01 2.9279659466e-01 2.9577384512e-01 3.0221036595e-01
1.0444833029e+02 2.9189477821e-01 2.9359982366e-01 2.9339529733e-01 2.9158443114e-01 2.9623821105e-01 2.9224306755e-01 2.9722601618e-01 3.0350913039e-01
1.0843654602e+02 2.9100511667e-01 2.9381613321e-01 2.9401925054e-01 2.9225234301e-01 2.9739191129e-01 2.9343422778e-01 3.0030754267e-01 3.0205259326e-01
1.1257704628e+02 2.9032764549e-01 2.9313685284e-01 2.9286390987e-01 2.9213962839e-01 2.9426188217e-01 2.9398929486e-01 2.9760778865e-01 3.0246300140e-01
1.1687564584e+02 2.8879090426e-01 2.9329630792e-01 2.9448982305e-01 2.9284707120e-01 3.0097805588e-01 2.9604729763e-01 2.9655484288e-01 2.9952363773e-01
1.2133838151e+02 2.8919968486e-01 2.9309360290e-01 2.9467367897e-01 2.9144240986e-01 2.9677105165e-01 2.9348797692e-01 2.9525156640e-01 3.0265176986e-01
1.2597152060e+02 2.9315149249e-01 2.9461564715e-01 2.9296343388e-01 2.9186323043e-01 2.9845469390e-01 2.9315298480e-01 2.9897456333e-01 3.0082469102e-01
1.3078156973e+02 2.9651601908e-01 2.9470640253e-01 2.9288017411e-01 2.9172847874e-01 2.9606113599e-01 2.9216222709e-01 3.0034782840e-01 3.0431193064e-01
1.3577528397e+02 2.9172981009e-01 2.9400982212e-01 2.9256763564e-01 2.9001386136e-01 2.9878963616e-01 2.9450906128e-01 3.0068681138e-01 3.0432317201e-01
1.4095967631e+02 2.9440046643e-01 2.9290956276e-01 2.9122935730e-01 2.9006314715e-01 2.9519041801e-01 2.8995324606e-01 3.0014848316e-01 3.0575547888e-01
1.4634202754e+02 2.9144979016e-01 2.9244355288e-01 2.9220745847e-01 2.8998196057e-01 2.9561615956e-01 2.9076929748e-01 2.9514065025e-01 3.0459463537e-01
1.5192989644e+02 2.9506891974e-01 2.9207636646e-01 2.9249822246e-01 2.8925179882e-01 2.9616875198e-01 2.9284529175e-01 2.9324449281e-01 3.0463387139e-01
1.5773113042e+02 2.9252776240e-01 2.9099515809e-01 2.9287131606e-01 2.9036439146e-01 2.9419778110e-01 2.8785715091e-01 2.9955094036e-01 3.0460959129e-01
1.6375387654e+02 2.9076706892e-01 2.9300691566e-01 2.9276906887e-01 2.9065648060e-01 2.9302703197e-01 2.9069465887e-01 2.9365077180e-01 3.0445046075e-01
1.7000659292e+02 2.9224795274e-01 2.9130774712e-01 2.9276017384e-01 2.9076289823e-01 2.9519021596e-01 2.9206915655e-01 2.9659398350e-01 3.0456918798e-01
1.7649806068e+02 2.9000496096e-01 2.8917959124e-01 2.9275317906e-01 2.8940655260e-01 2.9845776173e-01 2.9108530892e-01 3.0013609557e-01 3.0451190706e-01
1.8323739620e+02 2.8886720990e-01 2.9073786048e-01 2.9086128450e-01 2.8920613339e-01 2.9294586923e-01 2.9201202721e-01 2.9859675336e-01 3.0294090388e-01
1.9023406397e+02 2.9086541556e-01 2.9096557703e-01 2.9253847842e-01 2.8893168458e-01 2.9263805656e-01 2.9058398656e-01 2.9316974249e-01 3.0155440246e-01
1.9749788987e+02 2.8956289470e-01 2.9051736740e-01 2.9137505850e-01 2.8834584372e-01 2.9005350060e-01 2.8993826594e-01 3.0078339276e-01 3.0068155525e-01
2.0503907496e+02 2.8948293067e-01 2.8969418411e-01 2.8989762824e-01 2.8772572373e-01 2.9122810200e-01 2.8913303855e-01 2.9800269353e-01 3.0234933509e-01
2.1286820983e+02 2.9096941137e-01 2.9240703710e-01 2.9024654635e-01 2.8761043180e-01 2.9094213858e-01 2.8803304160e-01 2.9716880389e-01 2.9860918768e-01
2.2099628943e+02 2.9000069154e-01 2.8994716992e-01 2.8967147481e-01 2.8778144495e-01 2.9360250402e-01 2.8933817300e-01 2.9673682061e-01 3.0119598591e-01
2.2943472857e+02 2.8985582256e-01 2.8970207405e-01 2.8842328388e-01 2.8788782555e-01 2.9364736806e-01 2.9099259454e-01 2.9742449909e-01 3.0010465189e-01
2.3819537789e+02 2.9103927649e-01 2.9124885170e-01 2.8902540664e-01 2.8780242016e-01 2.8900507834e-01 2.9028183061e-01 2.9811186087e-01 2.9966660685e-01
2.4729054055e+02 2.8735277606e-01 2.9261092919e-01 2.9036140026e-01 2.8758398345e-01 2.9229826963e-01 2.8994965090e-01 2.9657574665e-01 2.9803435653e-01
2.5673298948e+02 2.8664259288e-01 2.9004474851e-01 2.8934934136e-01 2.8694658989e-01 2.9402340832e-01 2.8717489062e-01 2.9621624671e-01 2.9808130332e-01
2.6653598532e+02 2.9077874407e-01 2.8915160520e-01 2.8853014109e-01 2.8734516298e-01 2.9204540822e-01 2.8535411099e-01 2.9693167204e-01 2.9978716815e-01
2.7671329506e+02 2.8968192650e-01 2.8703380483e-01 2.8707287763e-01 2.8623520942e-01 2.9255155892e-01 2.8995503280e-01 3.0090138243e-01 2.9850585237e-01
2.8727921137e+02 2.8739611449e-01 2.8933386990e-01 2.8745992024e-01 2.8564854325e-01 2.9149546588e-01 2.8721154372e-01 2.9842220419e-01 2.9832431563e-01
2.9824857266e+02 2.8614635542e-01 2.8790148746e-01 2.8776822230e-01 2.8600866556e-01 2.8835199150e-01 2.8791560500e-01 2.9435754605e-01 2.9536091304e-01
3.0963678390e+02 2.8766227861e-01 2.8914178183e-01 2.8680729589e-01 2.8419433353e-01 2.8728461112e-01 2.8613267746e-01 2.9370722003e-01 2.9752592422e-01
3.2145983832e+02 2.8545603753e-01 2.8877589839e-01 2.8746200503e-01 2.8396232890e-01 2.9122625779e-01 2.8352531155e-01 2.9152737146e-01 2.9583196863e-01
3.3373433979e+02 2.9232394485e-01 2.8684755741e-01 2.8624282889e-01 2.8318279214e-01 2.9178925481e-01 2.8704204966e-01 2.9166454838e-01 2.9751943883e-01
3.4647752621e+02 2.8674890093e-01 2.8640878979e-01 2.8624575848e-01 2.8201281068e-01 2.8777909198e-01 2.8656554942e-01 2.9312601430e-01 2.9618289803e-01
3.5970729367e+02 2.8972146729e-01 2.8593785426e-01 2.8570935580e-01 2.8188368315e-01 2.9088809816e-01 2.8251625336e-01 2.9264813461e-01 2.9738285977e-01
3.7344222158e+02 2.8739699500e-01 2.8618644540e-01 2.8426769598e-01 2.8212527832e-01 2.9274794301e-01 2.8224009803e-01 2.9470732478e-01 2.9430104777e-01
3.8770159882e+02 2.8351352387e-01 2.8450949129e-01 2.8603540358e-01 2.8096705864e-01 2.9041249935e-01 2.8341166091e-01 2.9378154700e-01 2.9589843817e-01
4.0250545074e+02 2.9027221536e-01 2.8596241651e-01 2.8483405105e-01 2.8168523526e-01 2.9064977012e-01 2.8426227030e-01 2.9073781200e-01 2.9556004291e-01
4.1787456738e+02 2.8992051576e-01 2.8445589053e-01 2.8312912076e-01 2.8080252220e-01 2.8951483532e-01 2.8197213625e-01 2.9758015937e-01 2.9799769876e-01
4.3383053258e+02 2.9025782606e-01 2.8351719584e-01 2.8364179140e-01 2.7923038431e-01 2.9087188046e-01 2.8298005041e-01 2.9111973854e-01 2.9513110616e-01
4.5039575436e+02 2.9075821828e-01 2.8651423207e-01 2.8309687873e-01 2.8007116532e-01 2.8329683479e-01 2.7892088082e-01 2.8845000569e-01 2.9516677403e-01
4.6759349632e+02 2.8738270385e-01 2.8494363843e-01 2.8051439867e-01 2.7797965444e-01 2.8810472344e-01 2.8047889498e-01 2.8409385343e-01 2.9475381955e-01
4.8544791039e+02 2.8916223714e-01 2.8277317242e-01 2.8073852841e-01 2.7689761362e-01 2.8773802717e-01 2.7979537807e-01 2.9101461853e-01 2.9414060052e-01
5.0398407069e+02 2.8915082366e-01 2.8207839526e-01 2.7947655178e-01 2.7606760595e-01 2.8426363361e-01 2.7917267744e-01 2.8777687732e-01 2.9403179744e-01
5.2322800876e+02 2.8637614357e-01 2.8109454409e-01 2.8037124272e-01 2.7665289491e-01 2.8546133812e-01 2.7748872542e-01 2.8527739142e-01 2.8792494958e-01
5.4320675011e+02 2.8645002914e-01 2.8150309820e-01 2.7929254895e-01 2.7661613334e-01 2.8659484269e-01 2.7904789847e-01 2.8866341875e-01 2.8971164643e-01
5.6394835221e+02 2.8898249477e-01 2.8040906876e-01 2.7725416425e-01 2.7533635392e-01 2.8232097365e-01 2.7954502903e-01 2.8598652506e-01 2.9093407961e-01
5.8548194383e+02 2.8803877367e-01 2.8032202350e-01 2.7738280018e-01 2.7457550907e-01 2.8661618319e-01 2.7645196380e-01 2.8686992561e-01 2.8844475697e-01
6.0783776601e+02 2.8916775539e-01 2.8007949380e-01 2.7716804733e-01 2.7404027334e-01 2.8262130926e-01 2.7666713431e-01 2.8699748638e-01 2.8978923830e-01
6.3104721450e+02 2.8696760971e-01 2.7993631174e-01 2.7578866746e-01 2.7228938106e-01 2.8103216429e-01 2.7454373354e-01 2.8782069690e-01 2.9161130648e-01
6.5514288382e+02 2.9050891532e-01 2.7845634951e-01 2.7523935761e-01 2.7344245726e-01 2.8122739218e-01 2.7435325595e-01 2.8894116019e-01 2.8976506029e-01
6.8015861312e+02 2.8350357214e-01 2.7917372250e-01 2.7358751825e-01 2.7063526958e-01 2.8047486165e-01 2.7319592722e-01 2.8135285103e-01 2.8788301962e-01
7.0612953360e+02 2.8491200858e-01 2.7868741164e-01 2.7266003122e-01 2.6992881437e-01 2.8230238561e-01 2.7539107642e-01 2.8716884210e-01 2.8521785196e-01
7.3309211794e+02 2.8480867090e-01 2.7865645169e-01 2.7343883137e-01 2.6851395473e-01 2.8177160679e-01 2.6983678798e-01 2.8582977230e-01 2.8763775553e-01
7.6108423145e+02 2.8772582541e-01 2.7861916175e-01 2.7302781424e-01 2.6804991937e-01 2.7913841416e-01 2.7186405497e-01 2.7970772163e-01 2.8189259632e-01
7.9014518529e+02 2.8573374317e-01 2.7689055639e-01 2.7162314263e-01 2.6818977055e-01 2.7588661876e-01 2.7051642619e-01 2.8215748392e-01 2.8489599953e-01
8.2031579166e+02 2.8416312017e-01 2.7544486284e-01 2.6946447714e-01 2.6660580372e-01 2.7488766851e-01 2.7021541806e-01 2.8367623308e-01 2.8189414922e-01
8.5163842110e+02 2.8268260927e-01 2.7525200966e-01 2.6910517438e-01 2.6509702760e-01 2.7312278787e-01 2.6801933476e-01 2.8127380498e-01 2.8310427536e-01
8.8415706203e+02 2.8391947757e-01 2.7127783077e-01 2.6771349499e-01 2.6311393317e-01 2.7473953072e-01 2.6746536090e-01 2.8152687159e-01 2.8035629637e-01
9.1791738251e+02 2.8679815597e-01 2.7419415619e-01 2.6640131001e-01 2.6328504116e-01 2.7340959824e-01 2.6875291516e-01 2.7926899923e-01 2.7869809686e-01
9.5296679436e+02 2.8537099413e-01 2.7057655972e-01 2.6537349750e-01 2.6028664764e-01 2.7106237367e-01 2.6622787889e-01 2.7826491545e-01 2.7878266527e-01
9.8935451976e+02 2.8568661177e-01 2.7158099563e-01 2.6621228194e-01 2.6150655230e-01 2.7429559553e-01 2.6401832190e-01 2.8067744550e-01 2.7915542297e-01
1.0271316604e+03 2.8356872786e-01 2.7117976328e-01 2.6282022912e-01 2.5867780547e-01 2.7010619219e-01 2.6214338655e-01 2.8419582175e-01 2.7540152519e-01
1.0663512691e+03 2.8778453763e-01 2.6798024213e-01 2.6110014705e-01 2.5786486324e-01 2.7092319274e-01 2.6223043298e-01 2.7811889921e-01 2.7617405239e-01
1.1070684246e+03 2.8471812572e-01 2.6953481957e-01 2.5933050063e-01 2.5670656665e-01 2.6716048897e-01 2.6108166670e-01 2.7293064065e-01 2.7437039212e-01
1.1493403087e+03 2.8339177488e-01 2.6769966499e-01 2.5989525004e-01 2.5419731547e-01 2.6900908568e-01 2.6085531228e-01 2.7562151333e-01 2.7303495435e-01
1.1932262864e+03 2.8455202655e-01 2.6698630645e-01 2.5791174029e-01 2.5319106343e-01 2.6574945728e-01 2.5576720618e-01 2.7346725912e-01 2.7252312322e-01
1.2387879898e+03 2.8547314187e-01 2.6580584496e-01 2.5648065614e-01 2.5222508848e-01 2.6666649926e-01 2.5626653902e-01 2.7194686213e-01 2.6890066420e-01
1.2860894042e+03 2.8571203324e-01 2.6591316572e-01 2.5650190102e-01 2.5024317381e-01 2.6656657388e-01 2.5540819600e-01 2.7230601464e-01 2.7172908170e-01
1.3351969579e+03 2.8282152915e-01 2.6586065482e-01 2.5475355728e-01 2.4946971901e-01 2.6366192402e-01 2.5272870919e-01 2.7647782594e-01 2.6976203908e-01
1.3861796160e+03 2.8507666294e-01 2.6425118214e-01 2.5328233733e-01 2.4762456740e-01 2.6143649484e-01 2.5167321394e-01 2.7115831818e-01 2.6862899460e-01
1.4391089768e+03 2.8499638394e-01 2.6479008641e-01 2.5222386621e-01 2.4600714278e-01 2.6502496556e-01 2.5123059190e-01 2.6814293369e-01 2.6578784994e-01
1.4940593723e+03 2.8026149437e-01 2.6253696462e-01 2.5285847567e-01 2.4349059415e-01 2.6080526920e-01 2.4757571997e-01 2.7087700977e-01 2.6287134871e-01
1.5511079730e+03 2.8379598613e-01 2.6169736994e-01 2.4898395632e-01 2.4250607666e-01 2.6312167598e-01 2.4903898256e-01 2.6571057702e-01 2.6486214981e-01
1.6103348961e+03 2.8379802916e-01 2.6000697517e-01 2.4740036658e-01 2.4204775646e-01 2.5275922391e-01 2.4501555012e-01 2.6923613789e-01 2.6123262969e-01
1.6718233177e+03 2.8577762309e-01 2.5830356774e-01 2.4583960635e-01 2.3867140259e-01 2.5789100004e-01 2.4336280730e-01 2.7069464477e-01 2.6060130833e-01
1.7356595900e+03 2.8282102766e-01 2.5907188089e-01 2.4369358387e-01 2.3707992883e-01 2.5270643456e-01 2.4308245678e-01 2.6530672394e-01 2.5462204584e-01
1.8019333625e+03 2.7980595849e-01 2.5830672834e-01 2.4354540044e-01 2.3558417745e-01 2.5232642379e-01 2.4043575590e-01 2.6821636181e-01 2.5487961222e-01
1.8707377078e+03 2.8310980802e-01 2.5716391508e-01 2.4083754925e-01 2.3417616884e-01 2.5168585689e-01 2.4016252726e-01 2.6272988801e-01 2.5792987133e-01
1.9421692523e+03 2.8379031680e-01 2.5662464787e-01 2.3862174521e-01 2.3179567724e-01 2.5033078892e-01 2.3754170018e-01 2.6283224393e-01 2.5324900753e-01
2.0163283121e+03 2.8118061744e-01 2.5563069540e-01 2.3824927476e-01 2.2968303914e-01 2.4959595685e-01 2.3498320522e-01 2.6101344116e-01 2.5415390703e-01
2.0933190335e+03 2.8238507912e-01 2.5365438694e-01 2.3493086775e-01 2.2835021010e-01 2.4120475674e-01 2.3388218218e-01 2.5962589815e-01 2.5030198544e-01
2.1732495396e+03 2.8675897585e-01 2.5519258742e-01 2.3312734240e-01 2.2677776383e-01 2.4670975038e-01 2.3098500816e-01 2.5796609171e-01 2.5041761855e-01
2.2562320820e+03 2.8273057673e-01 2.5313737181e-01 2.3133503405e-01 2.2329790024e-01 2.4160072649e-01 2.2863940135e-01 2.6134293590e-01 2.4881435680e-01
2.3423831986e+03 2.8152537067e-01 2.5123928837e-01 2.2997196006e-01 2.2186495189e-01 2.4031796334e-01 2.2529698210e-01 2.5669706855e-01 2.4533919133e-01
2.4318238771e+03 2.8211506714e-01 2.4952015866e-01 2.2773543783e-01 2.1986263619e-01 2.3848757221e-01 2.2442179986e-01 2.5124030481e-01 2.4312999022e-01
2.5246797247e+03 2.8302014881e-01 2.5186450444e-01 2.2623972706e-01 2.1668401367e-01 2.3803598072e-01 2.2202466822e-01 2.5387501063e-01 2.4063337864e-01
2.6210811451e+03 2.8317563534e-01 2.4876498328e-01 2.2416101968e-01 2.1541081334e-01 2.3526683658e-01 2.2094277314e-01 2.4799162676e-01 2.3737971297e-01
2.7211635210e+03 2.8624919160e-01 2.4825048608e-01 2.2203704049e-01 2.1254746417e-01 2.3268651867e-01 2.1890664130e-01 2.4905157577e-01 2.3547437618e-01
2.8250674047e+03 2.8691249016e-01 2.4768718881e-01 2.1977645295e-01 2.1019149898e-01 2.2996234185e-01 2.1286071381e-01 2.4271271189e-01 2.3227727812e-01
2.9329387152e+03 2.8446666417e-01 2.4580328073e-01 2.1842661517e-01 2.0622697936e-01 2.3126509244e-01 2.1177284181e-01 2.4934668288e-01 2.3281976023e-01
3.0449289432e+03 2.8406336223e-01 2.4330953393e-01 2.1620637935e-01 2.0466887668e-01 2.2703949533e-01 2.0945069930e-01 2.4427742576e-01 2.2990993734e-01
3.1611953639e+03 2.8219741707e-01 2.4602787456e-01 2.1408625048e-01 2.0243591261e-01 2.2668686945e-01 2.0743980467e-01 2.4503090717e-01 2.2488415502e-01
3.2819012579e+03 2.8528150769e-01 2.4407321003e-01 2.1148945747e-01 1.9872624029e-01 2.2422262351e-01 2.0527105029e-01 2.4308170962e-01 2.2557173158e-01
3.4072161403e+03 2.8361669042e-01 2.4037424267e-01 2.1006330832e-01 1.9707527902e-01 2.2095628800e-01 2.0186391069e-01 2.3836962066e-01 2.2292251477e-01
3.5373159990e+03 2.8423002000e-01 2.4090323951e-01 2.0752447788e-01 1.9374182462e-01 2.2218468961e-01 2.0065976689e-01 2.3762163334e-01 2.2117367262e-01
3.6723835418e+03 2.8441263977e-01 2.3967415889e-01 2.0639731906e-01 1.9176032137e-01 2.1815599429e-01 1.9866588449e-01 2.3365564379e-01 2.1439840852e-01
3.8126084527e+03 2.8369230431e-01 2.3948401787e-01 2.0368566161e-01 1.8803961550e-01 2.1522574862e-01 1.9455825739e-01 2.3364685740e-01 2.1211375940e-01
3.9581876589e+03 2.8056250761e-01 2.3905537369e-01 2.0040768291e-01 1.8506788879e-01 2.1668498418e-01 1.9084552604e-01 2.3103737014e-01 2.1175020804e-01
4.1093256067e+03 2.8166428195e-01 2.3851418829e-01 1.9867119631e-01 1.8224478422e-01 2.1049247695e-01 1.8757367235e-01 2.2916556605e-01 2.0851568091e-01
4.2662345490e+03 2.8014997125e-01 2.3867194108e-01 1.9614336871e-01 1.8101707798e-01 2.0873477327e-01 1.8453149753e-01 2.2678023732e-01 2.0391495993e-01
4.4291348433e+03 2.8313420548e-01 2.3631656905e-01 1.9451063671e-01 1.7740459274e-01 2.0587904828e-01 1.8398222119e-01 2.2672242070e-01 2.0109945610e-01
4.5982552611e+03 2.8087486931e-01 2.3662436726e-01 1.9121156043e-01 1.7437418618e-01 2.0459973578e-01 1.7975279472e-01 2.2373526973e-01 2.0254202143e-01
