time_us curve_320 curve_640
1.6106535452e+05 1.4426871813e-04 8.2260116565e-04
1.6636361843e+05 1.3847143247e-04 7.8477110900e-04
1.7183616935e+05 1.3324019491e-04 8.1011571384e-04
1.7748874049e+05 1.3600929279e-04 8.6120927865e-04
1.8332725363e+05 1.4397279055e-04 8.1620584232e-04
1.8935782534e+05 1.4159842617e-04 8.1427968922e-04
1.9558677343e+05 1.3934148536e-04 8.0813478999e-04
2.0202062350e+05 1.3071907081e-04 8.0883729257e-04
2.0866611583e+05 1.4059885593e-04 8.1501447745e-04
2.1553021242e+05 1.3863877172e-04 7.9695579029e-04
2.2262010428e+05 1.4621901146e-04 7.8214776986e-04
2.2994321897e+05 1.3913763180e-04 7.7984443852e-04
2.3750722839e+05 1.2837952447e-04 7.8611499106e-04
2.4532005679e+05 1.3496102881e-04 7.9829138539e-04
2.5338988910e+05 1.4541856957e-04 8.1918387185e-04
2.6172517951e+05 1.4045615380e-04 8.3467303698e-04
2.7033466028e+05 1.3944195566e-04 7.9837021256e-04
2.7922735094e+05 1.3771273059e-04 7.9419387912e-04
2.8841256771e+05 1.3941666428e-04 8.0672120349e-04
2.9789993328e+05 1.3634191097e-04 8.1018976629e-04
3.0769938686e+05 1.3814274486e-04 8.3693255381e-04
3.1782119462e+05 1.4042690053e-04 7.8698774878e-04
3.2827596045e+05 1.4107292893e-04 8.0588081457e-04
3.3907463704e+05 1.3172075998e-04 8.0949426884e-04
3.5022853738e+05 1.3737890885e-04 8.2398934507e-04
3.6174934658e+05 1.3881108410e-04 8.2002082507e-04
3.7364913417e+05 1.3097276045e-04 7.9849142268e-04
3.8594036669e+05 1.4210742294e-04 8.2233025693e-04
3.9863592075e+05 1.3810872041e-04 8.1949190424e-04
4.1174909656e+05 1.2856344289e-04 7.6400650069e-04
4.2529363185e+05 1.3372403766e-04 7.7558132968e-04
4.3928371623e+05 1.3572158634e-04 7.8151260813e-04
4.5373400609e+05 1.4135008358e-04 7.7479111381e-04
4.6865963995e+05 1.3752158864e-04 8.1585454241e-04
4.8407625430e+05 1.3528890279e-04 8.1279309883e-04
5.0000000000e+05 1.3988496100e-04 7.9568605539e-04
