time_us curve_1 curve_5 curve_10 curve_30 curve_70 curve_100 curve_1000
1.2556390977e+04 5.1203678329e-01 1.4888176312e-01 6.3755253662e-02 1.3693225332e-02 3.7192089589e-03 2.1684598814e-03 1.4392425136e-04
1.2631578947e+04 5.0911280043e-01 1.4697041295e-01 6.2747309298e-02 1.3446394362e-02 3.6592306986e-03 2.1330104125e-03 1.4217630468e-04
1.2706766917e+04 5.0620129430e-01 1.4508799189e-01 6.1757964623e-02 1.3205385112e-02 3.6006366490e-03 2.0983648471e-03 1.4044288712e-04
1.2781954887e+04 5.0330193896e-01 1.4323402981e-01 6.0787037365e-02 1.2970021192e-02 3.5434084793e-03 2.0644611246e-03 1.3875409850e-04
1.2857142857e+04 5.0041473179e-01 1.4140816835e-01 5.9833989344e-02 1.2740036810e-02 3.4874834425e-03 2.0312622999e-03 1.3711009889e-04
1.2932330827e+04 4.9753995799e-01 1.3960980604e-01 5.8898630107e-02 1.2515454927e-02 3.4328164935e-03 1.9987839728e-03 1.3547898910e-04
1.3007518797e+04 4.9467715851e-01 1.3783839133e-01 5.7980630616e-02 1.2295940499e-02 3.3794040536e-03 1.9669975982e-03 1.3390028886e-04
1.3082706767e+04 4.9182663612e-01 1.3609370247e-01 5.7079664595e-02 1.2081477104e-02 3.3271511165e-03 1.9358680175e-03 1.3233062221e-04
1.3157894737e+04 4.8898810728e-01 1.3437508854e-01 5.6195575503e-02 1.1871890035e-02 3.2760776308e-03 1.9053770229e-03 1.3080153971e-04
1.3233082707e+04 4.8616165732e-01 1.3268222122e-01 5.5327886627e-02 1.1666990698e-02 3.2261456611e-03 1.8755099436e-03 1.2931503794e-04
1.3308270677e+04 4.8334734509e-01 1.3101459645e-01 5.4476334619e-02 1.1466652994e-02 3.1772613921e-03 1.8462484690e-03 1.2783623420e-04
1.3383458647e+04 4.8054506144e-01 1.2937190511e-01 5.3640721585e-02 1.1270801412e-02 3.1294054273e-03 1.8175631184e-03 1.2640449310e-04
1.3458646617e+04 4.7775456903e-01 1.2775361091e-01 5.2820723215e-02 1.1079343486e-02 3.0826126656e-03 1.7894386066e-03 1.2499125634e-04
1.3533834586e+04 4.7497622367e-01 1.2615937741e-01 5.2016031496e-02 1.0892075065e-02 3.0367912116e-03 1.7618453633e-03 1.2359381478e-04
1.3609022556e+04 4.7220982375e-01 1.2458872611e-01 5.1226299474e-02 1.0708942225e-02 2.9919459286e-03 1.7347851790e-03 1.2224345303e-04
1.3684210526e+04 4.6945523819e-01 1.2304126558e-01 5.0451287057e-02 1.0529804193e-02 2.9480162770e-03 1.7082359312e-03 1.2089478706e-04
1.3759398496e+04 4.6671272240e-01 1.2151663368e-01 4.9690766191e-02 1.0354607185e-02 2.9049859612e-03 1.6821709985e-03 1.1959708768e-04
1.3834586466e+04 4.6398179037e-01 1.2001437034e-01 4.8944313642e-02 1.0183181088e-02 2.8628612591e-03 1.6565803884e-03 1.1831311166e-04
1.3909774436e+04 4.6126294017e-01 1.1853402731e-01 4.8211728338e-02 1.0015475936e-02 2.8215611257e-03 1.6314530873e-03 1.1703938815e-04
1.3984962406e+04 4.5855582019e-01 1.1707530277e-01 4.7492650332e-02 9.8513304753e-03 2.7811013527e-03 1.6067762968e-03 1.1581172609e-04
1.4060150376e+04 4.5586063489e-01 1.1563771767e-01 4.6786818153e-02 9.6906266594e-03 2.7414480802e-03 1.5825274075e-03 1.1459172911e-04
1.4135338346e+04 4.5317739334e-01 1.1422093216e-01 4.6093924077e-02 9.5333951255e-03 2.7025851216e-03 1.5587187994e-03 1.1341092167e-04
1.4210526316e+04 4.5050577968e-01 1.1282454214e-01 4.5413682577e-02 9.3794476118e-03 2.6644678649e-03 1.5353133950e-03 1.1224511411e-04
1.4285714286e+04 4.4784609553e-01 1.1144807888e-01 4.4745739654e-02 9.2286428004e-03 2.6270955837e-03 1.5123178155e-03 1.1109300529e-04
1.4360902256e+04 4.4519834646e-01 1.1009133521e-01 4.4089885594e-02 9.0809671733e-03 2.5904079268e-03 1.4897089091e-03 1.0997901513e-04
1.4436090226e+04 4.4256240238e-01 1.0875373125e-01 4.3445828354e-02 8.9363221200e-03 2.5544645354e-03 1.4675044115e-03 1.0886952815e-04
1.4511278195e+04 4.3993832828e-01 1.0743506146e-01 4.2813225034e-02 8.7945925302e-03 2.5191666276e-03 1.4456462163e-03 1.0779889467e-04
1.4586466165e+04 4.3732619698e-01 1.0613494496e-01 4.2191901590e-02 8.6557492187e-03 2.4845356330e-03 1.4242092509e-03 1.0674532746e-04
1.4661654135e+04 4.3472606717e-01 1.0485306292e-01 4.1581517485e-02 8.5196266467e-03 2.4505512715e-03 1.4030943512e-03 1.0570059745e-04
1.4736842105e+04 4.3213777739e-01 1.0358903981e-01 4.0981923353e-02 8.3862194897e-03 2.4171920844e-03 1.3823569886e-03 1.0468947000e-04
1.4812030075e+04 4.2956154609e-01 1.0234256454e-01 4.0392795050e-02 8.2553893656e-03 2.3844272120e-03 1.3619735633e-03 1.0369257698e-04
1.4887218045e+04 4.2699715124e-01 1.0111336679e-01 3.9813910885e-02 8.1270762264e-03 2.3522721052e-03 1.3419346610e-03 1.0271237903e-04
1.4962406015e+04 4.2444485313e-01 9.9901239645e-02 3.9245095202e-02 8.0012923690e-03 2.3206567928e-03 1.3222322729e-03 1.0175227234e-04
1.5037593985e+04 4.2190468559e-01 9.8705756108e-02 3.8686103031e-02 7.8778763529e-03 2.2896695579e-03 1.3028652860e-03 1.0080845700e-04
1.5112781955e+04 4.1937665043e-01 9.7526941139e-02 3.8136716273e-02 7.7568046605e-03 2.2591860912e-03 1.2838489788e-03 9.9889960505e-05
1.5187969925e+04 4.1686059680e-01 9.6364179024e-02 3.7596807874e-02 7.6379813253e-03 2.2292654605e-03 1.2651595574e-03 9.8984147220e-05
1.5263157895e+04 4.1435682068e-01 9.5217567025e-02 3.7066168130e-02 7.5214657125e-03 2.1998786353e-03 1.2467785484e-03 9.8092380702e-05
1.5338345865e+04 4.1186519286e-01 9.4086799286e-02 3.6544552396e-02 7.4070922103e-03 2.1710010019e-03 1.2287460610e-03 9.7218367822e-05
1.5413533835e+04 4.0938587294e-01 9.2971595002e-02 3.6031868822e-02 7.2948621918e-03 2.1426246964e-03 1.2110157815e-03 9.6357397934e-05
1.5488721805e+04 4.0691874291e-01 9.1871816446e-02 3.5527887089e-02 7.1847208426e-03 2.1147293383e-03 1.1936092266e-03 9.5517953154e-05
1.5563909774e+04 4.0446403275e-01 9.0787293883e-02 3.5032558270e-02 7.0765891963e-03 2.0873304334e-03 1.1765256189e-03 9.4688585755e-05
1.5639097744e+04 4.0202147434e-01 8.9717728824e-02 3.4545639355e-02 6.9704870408e-03 2.0604098423e-03 1.1597517788e-03 9.3875651170e-05
1.5714285714e+04 3.9959150832e-01 8.8663110615e-02 3.4067034916e-02 6.8663070339e-03 2.0339380977e-03 1.1432672100e-03 9.3075785518e-05
1.5789473684e+04 3.9717370249e-01 8.7623264869e-02 3.3596534256e-02 6.7640884969e-03 2.0079305403e-03 1.1271154223e-03 9.2282845948e-05
1.5864661654e+04 3.9476854371e-01 8.6597903195e-02 3.3134081318e-02 6.6637073838e-03 1.9823829167e-03 1.1112512407e-03 9.1512266040e-05
1.5939849624e+04 3.9237585964e-01 8.5586910997e-02 3.2679491811e-02 6.5652175762e-03 1.9572333685e-03 1.0957041847e-03 9.0751720841e-05
1.6015037594e+04 3.8999557751e-01 8.4590181695e-02 3.2232653845e-02 6.4685454329e-03 1.9325188132e-03 1.0804542579e-03 8.9998631287e-05
1.6090225564e+04 3.8762783745e-01 8.3607425995e-02 3.1793420192e-02 6.3736487231e-03 1.9081813539e-03 1.0654743171e-03 8.9262858749e-05
1.6165413534e+04 3.8527266232e-01 8.2638639267e-02 3.1361628974e-02 6.2805180553e-03 1.8842535234e-03 1.0508252741e-03 8.8536003856e-05
1.6240601504e+04 3.8293009139e-01 8.1683508337e-02 3.0937237298e-02 6.1890951353e-03 1.8607080972e-03 1.0364443230e-03 8.7819654641e-05
1.6315789474e+04 3.8060001119e-01 8.0741881162e-02 3.0520030807e-02 6.0993656146e-03 1.8375435335e-03 1.0223426025e-03 8.7114134656e-05
1.6390977444e+04 3.7828262274e-01 7.9813662692e-02 3.0109913324e-02 6.0113062518e-03 1.8147496033e-03 1.0085357472e-03 8.6419156072e-05
1.6466165414e+04 3.7597785397e-01 7.8898670791e-02 2.9706761969e-02 5.9248443957e-03 1.7923162261e-03 9.9500334377e-04 8.5734103284e-05
1.6541353383e+04 3.7368559740e-01 7.7996572742e-02 2.9310453977e-02 5.8400234840e-03 1.7702026283e-03 9.8174347424e-04 8.5055314665e-05
1.6616541353e+04 3.7140601775e-01 7.7107342599e-02 2.8920826835e-02 5.7567748762e-03 1.7484324991e-03 9.6875767651e-04 8.4392675456e-05
1.6691729323e+04 3.6913918088e-01 7.6230805281e-02 2.8537796425e-02 5.6750593996e-03 1.7269820452e-03 9.5602450333e-04 8.3733049101e-05
1.6766917293e+04 3.6688476872e-01 7.5366639227e-02 2.8161246475e-02 5.5948527265e-03 1.7058583603e-03 9.4355304641e-04 8.3085653058e-05
1.6842105263e+04 3.6464312492e-01 7.4514789694e-02 2.7791054938e-02 5.5161796091e-03 1.6850517130e-03 9.3134074731e-04 8.2444377835e-05
1.6917293233e+04 3.6241415504e-01 7.3674983874e-02 2.7427045540e-02 5.4389368888e-03 1.6645362728e-03 9.1938798108e-04 8.1810807191e-05
1.6992481203e+04 3.6019763508e-01 7.2847069337e-02 2.7069167563e-02 5.3631341327e-03 1.6443474034e-03 9.0767453950e-04 8.1187564680e-05
1.7067669173e+04 3.5799375023e-01 7.2030861811e-02 2.6717290904e-02 5.2887608102e-03 1.6244274367e-03 8.9619258297e-04 8.0569138580e-05
1.7142857143e+04 3.5580252382e-01 7.1226189164e-02 2.6371231595e-02 5.2157583587e-03 1.6048193122e-03 8.8495601417e-04 7.9960554335e-05
1.7218045113e+04 3.5362380681e-01 7.0432734177e-02 2.6030994671e-02 5.1441354195e-03 1.5854937007e-03 8.7395098411e-04 7.9357702810e-05
1.7293233083e+04 3.5145762647e-01 6.9650498933e-02 2.5696318008e-02 5.0738632464e-03 1.5664357938e-03 8.6317035540e-04 7.8761157679e-05
1.7368421053e+04 3.4930393744e-01 6.8879152032e-02 2.5367229410e-02 5.0048942417e-03 1.5476720801e-03 8.5260780376e-04 7.8174208723e-05
1.7443609023e+04 3.4716281147e-01 6.8118579415e-02 2.5043603466e-02 4.9372028565e-03 1.5291865481e-03 8.4227633512e-04 7.7591349489e-05
1.7518796992e+04 3.4503415772e-01 6.7368600071e-02 2.4725237299e-02 4.8707834444e-03 1.5109807665e-03 8.3213982309e-04 7.7016635921e-05
1.7593984962e+04 3.4291793157e-01 6.6629015178e-02 2.4412150192e-02 4.8056146503e-03 1.4930524031e-03 8.2222338119e-04 7.6447141130e-05
1.7669172932e+04 3.4081397191e-01 6.5899629979e-02 2.4104202101e-02 4.7416546402e-03 1.4753998196e-03 8.1250077807e-04 7.5884059232e-05
1.7744360902e+04 3.3872245618e-01 6.5180291320e-02 2.3801228222e-02 4.6788951424e-03 1.4579990233e-03 8.0298886442e-04 7.5331332423e-05
1.7819548872e+04 3.3664325463e-01 6.4470786632e-02 2.3503253789e-02 4.6173163924e-03 1.4408676328e-03 7.9365652311e-04 7.4780772617e-05
1.7894736842e+04 3.3457632539e-01 6.3771054054e-02 2.3210097771e-02 4.5568940362e-03 1.4240100120e-03 7.8453276675e-04 7.4236978386e-05
1.7969924812e+04 3.3252160806e-01 6.3080831599e-02 2.2921651407e-02 4.4975855879e-03 1.4074233170e-03 7.7558266392e-04 7.3698224865e-05
1.8045112782e+04 3.3047901967e-01 6.2400102927e-02 2.2637915001e-02 4.4393720003e-03 1.3910902682e-03 7.6680561470e-04 7.3166201330e-05
1.8120300752e+04 3.2844866644e-01 6.1728428329e-02 2.2358754256e-02 4.3822644643e-03 1.3750069930e-03 7.5821705522e-04 7.2639850772e-05
1.8195488722e+04 3.2643048007e-01 6.1065985169e-02 2.2084097682e-02 4.3262132681e-03 1.3592033523e-03 7.4979683701e-04 7.2120361333e-05
1.8270676692e+04 3.2442426756e-01 6.0412337467e-02 2.1813858521e-02 4.2711965596e-03 1.3436413420e-03 7.4153549284e-04 7.1607182403e-05
1.8345864662e+04 3.2243015060e-01 5.9767513638e-02 2.1547914477e-02 4.2171805448e-03 1.3283262493e-03 7.3345788272e-04 7.1096370460e-05
1.8421052632e+04 3.2044792087e-01 5.9131290099e-02 2.1286243867e-02 4.1641739686e-03 1.3132898295e-03 7.2551882383e-04 7.0591705843e-05
1.8496240602e+04 3.1847757105e-01 5.8503568911e-02 2.1028755478e-02 4.1121353353e-03 1.2984874941e-03 7.1772952863e-04 7.0095351175e-05
1.8571428571e+04 3.1651927186e-01 5.7884144979e-02 2.0775407188e-02 4.0610831946e-03 1.2839093515e-03 7.1009002295e-04 6.9601000925e-05
1.8646616541e+04 3.1457267445e-01 5.7272961671e-02 2.0525982461e-02 4.0109360937e-03 1.2695870912e-03 7.0259889983e-04 6.9114337789e-05
1.8721804511e+04 3.1263782100e-01 5.6669773526e-02 2.0280552832e-02 3.9617023365e-03 1.2554875239e-03 6.9524487675e-04 6.8630720828e-05
1.8796992481e+04 3.1071479092e-01 5.6074578205e-02 2.0038995285e-02 3.9133661533e-03 1.2416402309e-03 6.8803129368e-04 6.8153332768e-05
1.8872180451e+04 3.0880346892e-01 5.5487082901e-02 1.9801270765e-02 3.8659326713e-03 1.2280229152e-03 6.8093677869e-04 6.7680441320e-05
1.8947368421e+04 3.0690383037e-01 5.4907238323e-02 1.9567259068e-02 3.8193183554e-03 1.2145978640e-03 6.7397257399e-04 6.7211317970e-05
1.9022556391e+04 3.0501572778e-01 5.4334923929e-02 1.9336913371e-02 3.7735753514e-03 1.2014353265e-03 6.6713775310e-04 6.6746428806e-05
1.9097744361e+04 3.0313920824e-01 5.3770022088e-02 1.9110115174e-02 3.7286340734e-03 1.1884730671e-03 6.6039894401e-04 6.6289080144e-05
1.9172932331e+04 3.0127421230e-01 5.3212381860e-02 1.8886901978e-02 3.6844983618e-03 1.1757193924e-03 6.5379658969e-04 6.5834157827e-05
1.9248120301e+04 2.9942068191e-01 5.2661903415e-02 1.8667114267e-02 3.6411533541e-03 1.1631630965e-03 6.4730307168e-04 6.5383887977e-05
1.9323308271e+04 2.9757860720e-01 5.2118409544e-02 1.8450696594e-02 3.5985850534e-03 1.1508378459e-03 6.4091773343e-04 6.4939283760e-05
1.9398496241e+04 2.9574792372e-01 5.1581819126e-02 1.8237694910e-02 3.5567904005e-03 1.1387122443e-03 6.3462258870e-04 6.4497300553e-05
1.9473684211e+04 2.9392866415e-01 5.1052041839e-02 1.8027900124e-02 3.5157279207e-03 1.1267783156e-03 6.2843734258e-04 6.4063407886e-05
1.9548872180e+04 2.9212069776e-01 5.0528859886e-02 1.7821321911e-02 3.4753926814e-03 1.1150292272e-03 6.2234545977e-04 6.3628730685e-05
1.9624060150e+04 2.9032398910e-01 5.0012341519e-02 1.7617927623e-02 3.4357663865e-03 1.1034789484e-03 6.1636723997e-04 6.3199584020e-05
1.9699248120e+04 2.8853850288e-01 4.9502214323e-02 1.7417593120e-02 3.3968068160e-03 1.0921139914e-03 6.1045567546e-04 6.2773576160e-05
1.9774436090e+04 2.8676441645e-01 4.8998334689e-02 1.7220314695e-02 3.3585335812e-03 1.0809105598e-03 6.0463551416e-04 6.2352867407e-05
1.9849624060e+04 2.8500137023e-01 4.8500831552e-02 1.7025989573e-02 3.3209416890e-03 1.0698933653e-03 5.9891982575e-04 6.1937524670e-05
1.9924812030e+04 2.8324951496e-01 4.8009424875e-02 1.6834574764e-02 3.2839793455e-03 1.0590623250e-03 5.9326532220e-04 6.1523690081e-05
2.0000000000e+04 2.8150872638e-01 4.7524025373e-02 1.6646021264e-02 3.2476704433e-03 1.0484121991e-03 5.8770146885e-04 6.1114206632e-05
2.0075187970e+04 2.7977904716e-01 4.7044590903e-02 1.6460333408e-02 3.2119826796e-03 1.0379183199e-03 5.8222313874e-04 6.0707348265e-05
2.0150375940e+04 2.7806033103e-01 4.6571065301e-02 1.6277345521e-02 3.1768927558e-03 1.0275748647e-03 5.7682026131e-04 6.0306859194e-05
2.0225563910e+04 2.7635269263e-01 4.6103189351e-02 1.6097081685e-02 3.1423832073e-03 1.0174076227e-03 5.7148233146e-04 5.9911556024e-05
2.0300751880e+04 2.7465595758e-01 4.5641052676e-02 1.5919503221e-02 3.1084721448e-03 1.0073766781e-03 5.6621862520e-04 5.9515660620e-05
2.0375939850e+04 2.7297023511e-01 4.5184481679e-02 1.5744523263e-02 3.0751108596e-03 9.9751816957e-04 5.6103111810e-04 5.9124088535e-05
2.0451127820e+04 2.7129533720e-01 4.4733437853e-02 1.5572081940e-02 3.0422610794e-03 9.8779039250e-04 5.5590608566e-04 5.8736901566e-05
2.0526315789e+04 2.6963130876e-01 4.4287751082e-02 1.5402197441e-02 3.0099736563e-03 9.7821997289e-04 5.5086821058e-04 5.8352180900e-05
2.0601503759e+04 2.6797810502e-01 4.3847499567e-02 1.5234761906e-02 2.9782035984e-03 9.6879653974e-04 5.4587784077e-04 5.7973581320e-05
2.0676691729e+04 2.6633557006e-01 4.3412482899e-02 1.5069734631e-02 2.9469452070e-03 9.5951700932e-04 5.4095039632e-04 5.7596281250e-05
2.0751879699e+04 2.6470388043e-01 4.2982702734e-02 1.4907089050e-02 2.9161684959e-03 9.5037078371e-04 5.3609331818e-04 5.7221535240e-05
2.0827067669e+04 2.6308281369e-01 4.2558030242e-02 1.4746764204e-02 2.8858522194e-03 9.4134938583e-04 5.3129219594e-04 5.6850454995e-05
2.0902255639e+04 2.6147236057e-01 4.2138419196e-02 1.4588780285e-02 2.8560631653e-03 9.3249305768e-04 5.2654834059e-04 5.6484688405e-05
2.0977443609e+04 2.5987246650e-01 4.1723815839e-02 1.4433029143e-02 2.8266873896e-03 9.2373283270e-04 5.2187802646e-04 5.6122954423e-05
2.1052631579e+04 2.5828329133e-01 4.1314130993e-02 1.4279440449e-02 2.7977278412e-03 9.1510295065e-04 5.1724347045e-04 5.5761619267e-05
2.1127819549e+04 2.5670439016e-01 4.0909324406e-02 1.4128083560e-02 2.7692246041e-03 9.0660106603e-04 5.1267580232e-04 5.5403757440e-05
2.1203007519e+04 2.5513605244e-01 4.0509371273e-02 1.3978798046e-02 2.7411266449e-03 8.9823775227e-04 5.0816691347e-04 5.5048618275e-05
2.1278195489e+04 2.5357809655e-01 4.0114061764e-02 1.3831612686e-02 2.7134542928e-03 8.8998514779e-04 5.0370489818e-04 5.4697073381e-05
2.1353383459e+04 2.5203047703e-01 3.9723515061e-02 1.3686491448e-02 2.6861660129e-03 8.8183681349e-04 4.9929921466e-04 5.4351425120e-05
2.1428571429e+04 2.5049318779e-01 3.9337599688e-02 1.3543340305e-02 2.6592745252e-03 8.7381971796e-04 4.9494503059e-04 5.4006539063e-05
2.1503759398e+04 2.4896603472e-01 3.8956262282e-02 1.3402168301e-02 2.6327485212e-03 8.6592177229e-04 4.9063858597e-04 5.3663479835e-05
2.1578947368e+04 2.4744901264e-01 3.8579363841e-02 1.3262932603e-02 2.6065881385e-03 8.5812750511e-04 4.8639054372e-04 5.3324831474e-05
2.1654135338e+04 2.4594217900e-01 3.8207017825e-02 1.3125562218e-02 2.5807980814e-03 8.5043337844e-04 4.8219105575e-04 5.2988475522e-05
2.1729323308e+04 2.4444539359e-01 3.7838998851e-02 1.2990073363e-02 2.5553667272e-03 8.4285387625e-04 4.7802400764e-04 5.2660039361e-05
2.1804511278e+04 2.4295857103e-01 3.7475378237e-02 1.2856401927e-02 2.5302545132e-03 8.3538418691e-04 4.7392226671e-04 5.2330107067e-05
2.1879699248e+04 2.4148162559e-01 3.7116019143e-02 1.2724485740e-02 2.5054602276e-03 8.2801721098e-04 4.6984959159e-04 5.2003175673e-05
2.1954887218e+04 2.4001459113e-01 3.6760879634e-02 1.2594366013e-02 2.4810091324e-03 8.2075472918e-04 4.6583469826e-04 5.1679459137e-05
2.2030075188e+04 2.3855737136e-01 3.6409917046e-02 1.2465920316e-02 2.4568913055e-03 8.1361041316e-04 4.6186137126e-04 5.1358667269e-05
2.2105263158e+04 2.3710979662e-01 3.6063115772e-02 1.2339209980e-02 2.4330625698e-03 8.0654610572e-04 4.5792843724e-04 5.1043655693e-05
2.2180451128e+04 2.3567185735e-01 3.5720328123e-02 1.2214123249e-02 2.4095479624e-03 7.9956951280e-04 4.5403782887e-04 5.0728821456e-05
2.2255639098e+04 2.3424364857e-01 3.5381617714e-02 1.2090630767e-02 2.3863506413e-03 7.9271029132e-04 4.5020179716e-04 5.0417304720e-05
2.2330827068e+04 2.3282494141e-01 3.5046862968e-02 1.1968748290e-02 2.3634293881e-03 7.8594267926e-04 4.4639907234e-04 5.0108311159e-05
2.2406015038e+04 2.3141556532e-01 3.4715960141e-02 1.1848409942e-02 2.3407968709e-03 7.7926867397e-04 4.4263490641e-04 4.9802301383e-05
2.2481203008e+04 2.3001566610e-01 3.4388937872e-02 1.1729645832e-02 2.3184308546e-03 7.7268141132e-04 4.3891997961e-04 4.9503115934e-05
2.2556390977e+04 2.2862502374e-01 3.4065779024e-02 1.1612373174e-02 2.2963615844e-03 7.6618643660e-04 4.3524360019e-04 4.9203381022e-05
2.2631578947e+04 2.2724367007e-01 3.3746263266e-02 1.1496557338e-02 2.2745428385e-03 7.5978010140e-04 4.3160511307e-04 4.8905928231e-05
2.2706766917e+04 2.2587148574e-01 3.3430507564e-02 1.1382217090e-02 2.2530059637e-03 7.5347758297e-04 4.2800978438e-04 4.8611138891e-05
2.2781954887e+04 2.2450835115e-01 3.3118367724e-02 1.1269267853e-02 2.2317350710e-03 7.4723676265e-04 4.2444884518e-04 4.8319331653e-05
2.2857142857e+04 2.2315436920e-01 3.2809795996e-02 1.1157757193e-02 2.2107220844e-03 7.4109113955e-04 4.2092806862e-04 4.8032740138e-05
2.2932330827e+04 2.2180927610e-01 3.2504807278e-02 1.1047580193e-02 2.1899728840e-03 7.3504600547e-04 4.1746368803e-04 4.7746299351e-05
2.3007518797e+04 2.2047311083e-01 3.2203316575e-02 1.0938795458e-02 2.1694540337e-03 7.2907227606e-04 4.1400926925e-04 4.7462559559e-05
2.3082706767e+04 2.1914569091e-01 3.1905235839e-02 1.0831333971e-02 2.1491959294e-03 7.2319244529e-04 4.1060400694e-04 4.7181459057e-05
2.3157894737e+04 2.1782713542e-01 3.1610581986e-02 1.0725193842e-02 2.1291855704e-03 7.1736560536e-04 4.0724983044e-04 4.6902479028e-05
2.3233082707e+04 2.1651721006e-01 3.1319211039e-02 1.0620324019e-02 2.1093980308e-03 7.1163978458e-04 4.0391979071e-04 4.6629389471e-05
2.3308270677e+04 2.1521601704e-01 3.1031216926e-02 1.0516738124e-02 2.0898610216e-03 7.0597726809e-04 4.0064383293e-04 4.6357122877e-05
2.3383458647e+04 2.1392326298e-01 3.0746411938e-02 1.0414388925e-02 2.0705203173e-03 7.0040508212e-04 3.9738735184e-04 4.6085961706e-05
2.3458646617e+04 2.1263910847e-01 3.0464832354e-02 1.0313306398e-02 2.0514502990e-03 6.9490430930e-04 3.9417263801e-04 4.5817412456e-05
2.3533834586e+04 2.1136337642e-01 3.0186373184e-02 1.0213391226e-02 2.0326245465e-03 6.8947762728e-04 3.9100266449e-04 4.5550508772e-05
2.3609022556e+04 2.1009601380e-01 2.9911026959e-02 1.0114697929e-02 2.0139894066e-03 6.8413053131e-04 3.8785793153e-04 4.5288732160e-05
2.3684210526e+04 2.0883700558e-01 2.9638829652e-02 1.0017200591e-02 1.9955982014e-03 6.7885548068e-04 3.8475061470e-04 4.5027091441e-05
2.3759398496e+04 2.0758616011e-01 2.9369525215e-02 9.9208541090e-03 1.9774425561e-03 6.7364879256e-04 3.8169427517e-04 4.4766895600e-05
2.3834586466e+04 2.0634361737e-01 2.9103288719e-02 9.8256724355e-03 1.9594741533e-03 6.6852471449e-04 3.7866461564e-04 4.4508810049e-05
2.3909774436e+04 2.0510912890e-01 2.8839940617e-02 9.7316209040e-03 1.9417292076e-03 6.6346587733e-04 3.7566393885e-04 4.4254100801e-05
2.3984962406e+04 2.0388270343e-01 2.8579519228e-02 9.6386619412e-03 1.9241902981e-03 6.5846642845e-04 3.7271213737e-04 4.4003171076e-05
2.4060150376e+04 2.0266435900e-01 2.8321943752e-02 9.5468429677e-03 1.9068847974e-03 6.5352826121e-04 3.6978472194e-04 4.3751561738e-05
2.4135338346e+04 2.0145393640e-01 2.8067195442e-02 9.4561225086e-03 1.8897908235e-03 6.4866041357e-04 3.6689667020e-04 4.3503714490e-05
2.4210526316e+04 2.0025151942e-01 2.7815239673e-02 9.3664019553e-03 1.8729062687e-03 6.4387743712e-04 3.6405000816e-04 4.3256125562e-05
2.4285714286e+04 1.9905686427e-01 2.7565988861e-02 9.2778407443e-03 1.8562204846e-03 6.3916220832e-04 3.6122620526e-04 4.3010952078e-05
2.4360902256e+04 1.9787003868e-01 2.7319463883e-02 9.1902639993e-03 1.8397671154e-03 6.3448809403e-04 3.5843659520e-04 4.2769752223e-05
2.4436090226e+04 1.9669099369e-01 2.7075620580e-02 9.1037641943e-03 1.8234867521e-03 6.2989595195e-04 3.5568818751e-04 4.2527908825e-05
2.4511278195e+04 1.9551968902e-01 2.6834341544e-02 9.0182934868e-03 1.8074330176e-03 6.2536995393e-04 3.5296518444e-04 4.2287719722e-05
2.4586466165e+04 1.9435597405e-01 2.6595717175e-02 8.9338126615e-03 1.7915676497e-03 6.2087700767e-04 3.5026698344e-04 4.2049748152e-05
2.4661654135e+04 1.9319984884e-01 2.6359634661e-02 8.8503570928e-03 1.7759057174e-03 6.1646153806e-04 3.4762284747e-04 4.1813623535e-05
2.4736842105e+04 1.9205137228e-01 2.6126114288e-02 8.7678584219e-03 1.7604452469e-03 6.1209148641e-04 3.4498574278e-04 4.1581209286e-05
2.4812030075e+04 1.9091040334e-01 2.5895092929e-02 8.6863696367e-03 1.7451631352e-03 6.0779295421e-04 3.4238945784e-04 4.1347941626e-05
2.4887218045e+04 1.8977680379e-01 2.5666482565e-02 8.6057961109e-03 1.7300812948e-03 6.0356172149e-04 3.3983113967e-04 4.1117400427e-05
2.4962406015e+04 1.8865070922e-01 2.5440353134e-02 8.5262484555e-03 1.7152193649e-03 5.9937088628e-04 3.3728648149e-04 4.0887920013e-05
2.5037593985e+04 1.8753196779e-01 2.5216662894e-02 8.4475974153e-03 1.7005400087e-03 5.9525204212e-04 3.3478666752e-04 4.0659746041e-05
2.5112781955e+04 1.8642056434e-01 2.4995297431e-02 8.3699088797e-03 1.6860338812e-03 5.9118178322e-04 3.3229821607e-04 4.0435745354e-05
2.5187969925e+04 1.8531644630e-01 2.4776268190e-02 8.2930991718e-03 1.6717206662e-03 5.8714281780e-04 3.2984838222e-04 4.0210754138e-05
2.5263157895e+04 1.8421958287e-01 2.4559582140e-02 8.2172136847e-03 1.6576063720e-03 5.8316991432e-04 3.2742841733e-04 3.9987555270e-05
2.5338345865e+04 1.8312991648e-01 2.4345240131e-02 8.1422198607e-03 1.6436738328e-03 5.7923099151e-04 3.2502653402e-04 3.9766099515e-05
2.5413533835e+04 1.8204734765e-01 2.4133064868e-02 8.0681403766e-03 1.6299180895e-03 5.7537083156e-04 3.2265286921e-04 3.9545800466e-05
2.5488721805e+04 1.8097191830e-01 2.3923179417e-02 7.9949093281e-03 1.6163172038e-03 5.7152919578e-04 3.2030662734e-04 3.9329088251e-05
2.5563909774e+04 1.7990352458e-01 2.3715521832e-02 7.9225528129e-03 1.6029130542e-03 5.6774603673e-04 3.1798560168e-04 3.9112129829e-05
